project,textid,sender_city,genre
rinap-sources,P450325,,Royal Inscription
rinap-sources,P308105,,Royal Inscription
rinap-sources,P393959,,Royal Inscription
rinap-sources,P422652,,Royal Inscription
rinap-sources,P467021,,Royal Inscription
rinap-sources,P465529,,Royal Inscription
rinap-sources,P393932,,Royal Inscription
rinap-sources,P392339,,Royal Inscription
rinap-sources,P392266,,Royal Inscription
rinap-sources,P424542,,Royal Inscription
rinap-sources,P392246,,Royal Inscription
rinap-sources,P450280,,Royal Inscription
rinap-sources,P514597,,Royal Inscription
rinap-sources,P392149,,Royal Inscription
rinap-sources,P466726,,Royal Inscription
rinap-sources,P450407,,Royal Inscription
rinap-sources,P238763,,Royal Inscription
rinap-sources,P401757,,Royal Inscription
rinap-sources,P427814,,Royal Inscription
rinap-sources,P392267,,Royal Inscription
rinap-sources,P421807,,Royal Inscription
rinap-sources,P466983,,Royal Inscription
rinap-sources,P450463,,Royal Inscription
rinap-sources,P399259,,Royal Inscription
rinap-sources,P450544,,Royal Inscription
rinap-sources,P514663,,Royal Inscription
rinap-sources,P394046,,Royal Inscription
rinap-sources,P422303,,Royal Inscription
rinap-sources,P394051,,Royal Inscription
rinap-sources,P422631,,Royal Inscription
rinap-sources,P422987,,Royal Inscription
rinap-sources,P466811,,Royal Inscription
rinap-sources,P450565,,Royal Inscription
rinap-sources,P499629,,Royal Inscription
rinap-sources,P392282,,Royal Inscription
rinap-sources,P392310,,Royal Inscription
rinap-sources,P371255,,Royal Inscription
rinap-sources,P450590,,Royal Inscription
rinap-sources,P397673,,Royal Inscription
rinap-sources,P514577,,Royal Inscription
rinap-sources,P392247,,Royal Inscription
rinap-sources,P450228,,Royal Inscription
rinap-sources,P421791,,Royal Inscription
rinap-sources,P421848,,Royal Inscription
rinap-sources,P514679,,Royal Inscription
rinap-sources,P422677,,Royal Inscription
rinap-sources,P450522,,Royal Inscription
rinap-sources,P450375,,Royal Inscription
rinap-sources,P467053,,Royal Inscription
rinap-sources,P397213,,Royal Inscription
rinap-sources,P514659,,Royal Inscription
rinap-sources,P466656,,Royal Inscription
rinap-sources,P450264,,Royal Inscription
rinap-sources,P450418,,Royal Inscription
rinap-sources,P450263,,Royal Inscription
rinap-sources,P272833,,Royal Inscription
rinap-sources,P394050,,Royal Inscription
rinap-sources,P423198,,Royal Inscription
rinap-sources,P427978,,Royal Inscription
rinap-sources,P466985,,Royal Inscription
rinap-sources,P422699,,Royal Inscription
rinap-sources,P423023,,Royal Inscription
rinap-sources,P452594,,Royal Inscription
rinap-sources,P450404,,Royal Inscription
rinap-sources,P466866,,Royal Inscription
rinap-sources,P373557,,Royal Inscription
rinap-sources,P514658,,Royal Inscription
rinap-sources,P392237,,Royal Inscription
rinap-sources,P468981,,Royal Inscription
rinap-sources,P466818,,Royal Inscription
rinap-sources,P514680,,Royal Inscription
rinap-sources,P466767,,Royal Inscription
rinap-sources,P423192,,Royal Inscription
rinap-sources,P466970,,Royal Inscription
rinap-sources,P514594,,Royal Inscription
rinap-sources,P424935,,Royal Inscription
rinap-sources,P450366,,Royal Inscription
rinap-sources,P404472,,Royal Inscription
rinap-sources,P452833,,Royal Inscription
rinap-sources,P373540,,Royal Inscription
rinap-sources,P427816,,Royal Inscription
rinap-sources,P423188,,Royal Inscription
rinap-sources,P393953,,Royal Inscription
rinap-sources,P466933,,Royal Inscription
rinap-sources,P394636,,Royal Inscription
rinap-sources,P450296,,Royal Inscription
rinap-sources,P514673,,Royal Inscription
rinap-sources,P450358,,Royal Inscription
rinap-sources,P400450,,Royal Inscription
rinap-sources,P313082,,Royal Inscription
rinap-sources,P450518,,Royal Inscription
rinap-sources,P401758,,Royal Inscription
rinap-sources,P422694,,Royal Inscription
rinap-sources,P450192,,Royal Inscription
rinap-sources,P514539,,Royal Inscription
rinap-sources,P450270,,Royal Inscription
rinap-sources,P393956,,Royal Inscription
rinap-sources,P452937,,Royal Inscription
rinap-sources,P422674,,Royal Inscription
rinap-sources,P395588,,Royal Inscription
rinap-sources,P471588,,Royal Inscription
rinap-sources,P422637,,Royal Inscription
rinap-sources,P466715,,Royal Inscription
rinap-sources,P466776,,Royal Inscription
rinap-sources,P422654,,Royal Inscription
rinap-sources,P450313,,Royal Inscription
rinap-sources,P514608,,Royal Inscription
rinap-sources,P428524,,Royal Inscription
rinap-sources,P336287,,Royal Inscription
rinap-sources,P426225,,Royal Inscription
rinap-sources,P422871,,Royal Inscription
rinap-sources,P395575,,Royal Inscription
rinap-sources,P422615,,Royal Inscription
rinap-sources,P349312,,Royal Inscription
rinap-sources,P428348,,Royal Inscription
rinap-sources,P467026,,Royal Inscription
rinap-sources,P423070,,Royal Inscription
rinap-sources,P422828,,Royal Inscription
rinap-sources,P450446,,Royal Inscription
rinap-sources,P453467,,Royal Inscription
rinap-sources,P392245,,Royal Inscription
rinap-sources,P426157,,Royal Inscription
rinap-sources,P450398,,Royal Inscription
rinap-sources,P392242,,Royal Inscription
rinap-sources,P450555,,Royal Inscription
rinap-sources,P395560,,Royal Inscription
rinap-sources,P394009,,Royal Inscription
rinap-sources,P450376,,Royal Inscription
rinap-sources,P427828,,Royal Inscription
rinap-sources,P450442,,Royal Inscription
rinap-sources,P466989,,Royal Inscription
rinap-sources,P471585,,Royal Inscription
rinap-sources,P450343,,Royal Inscription
rinap-sources,P422346,,Royal Inscription
rinap-sources,P392250,,Royal Inscription
rinap-sources,P423242,,Royal Inscription
rinap-sources,P450349,,Royal Inscription
rinap-sources,P424596,,Royal Inscription
rinap-sources,P466849,,Royal Inscription
rinap-sources,P466786,,Royal Inscription
rinap-sources,P467038,,Royal Inscription
rinap-sources,P514523,,Royal Inscription
rinap-sources,P399176,,Royal Inscription
rinap-sources,P423004,,Royal Inscription
rinap-sources,P514512,,Royal Inscription
rinap-sources,P393987,,Royal Inscription
rinap-sources,P466652,,Royal Inscription
rinap-sources,P466698,,Royal Inscription
rinap-sources,P450369,,Royal Inscription
rinap-sources,P423018,,Royal Inscription
rinap-sources,P427877,,Royal Inscription
rinap-sources,P450306,,Royal Inscription
rinap-sources,P423185,,Royal Inscription
rinap-sources,P426228,,Royal Inscription
rinap-sources,P514572,,Royal Inscription
rinap-sources,P392240,,Royal Inscription
rinap-sources,P429019,,Royal Inscription
rinap-sources,P392321,,Royal Inscription
rinap-sources,P466655,,Royal Inscription
rinap-sources,P392192,,Royal Inscription
rinap-sources,P423222,,Royal Inscription
rinap-sources,P427975,,Royal Inscription
rinap-sources,P422655,,Royal Inscription
rinap-sources,P394024,,Royal Inscription
rinap-sources,P452452,,Royal Inscription
rinap-sources,P450585,,Royal Inscription
rinap-sources,P393950,,Royal Inscription
rinap-sources,P392253,,Royal Inscription
rinap-sources,P422777,,Royal Inscription
rinap-sources,P466833,,Royal Inscription
rinap-sources,P397200,,Royal Inscription
rinap-sources,P514677,,Royal Inscription
rinap-sources,P394100,,Royal Inscription
rinap-sources,P427818,,Royal Inscription
rinap-sources,P392278,,Royal Inscription
rinap-sources,P466641,,Royal Inscription
rinap-sources,P393951,,Royal Inscription
rinap-sources,P466758,,Royal Inscription
rinap-sources,P392194,,Royal Inscription
rinap-sources,P450408,,Royal Inscription
rinap-sources,P514603,,Royal Inscription
rinap-sources,P466946,,Royal Inscription
rinap-sources,P450341,,Royal Inscription
rinap-sources,P514654,,Royal Inscription
rinap-sources,P392148,,Royal Inscription
rinap-sources,P392187,,Royal Inscription
rinap-sources,P452192,,Royal Inscription
rinap-sources,P514525,,Royal Inscription
rinap-sources,P393946,,Royal Inscription
rinap-sources,P450524,,Royal Inscription
rinap-sources,P393948,,Royal Inscription
rinap-sources,P421853,,Royal Inscription
rinap-sources,P399589,,Royal Inscription
rinap-sources,P466736,,Royal Inscription
rinap-sources,P422720,,Royal Inscription
rinap-sources,P514667,,Royal Inscription
rinap-sources,P466788,,Royal Inscription
rinap-sources,P450578,,Royal Inscription
rinap-sources,P426239,,Royal Inscription
rinap-sources,P422887,,Royal Inscription
rinap-sources,P452620,,Royal Inscription
rinap-sources,P466672,,Royal Inscription
rinap-sources,P466971,,Royal Inscription
rinap-sources,P450496,,Royal Inscription
rinap-sources,P452394,,Royal Inscription
rinap-sources,P395600,,Royal Inscription
rinap-sources,P404751,,Royal Inscription
rinap-sources,P421794,,Royal Inscription
rinap-sources,P450248,,Royal Inscription
rinap-sources,P467037,,Royal Inscription
rinap-sources,P373545,,Royal Inscription
rinap-sources,P422274,,Royal Inscription
rinap-sources,P428052,,Royal Inscription
rinap-sources,P466857,,Royal Inscription
rinap-sources,P423258,,Royal Inscription
rinap-sources,P514542,,Royal Inscription
rinap-sources,P422508,,Royal Inscription
rinap-sources,P466957,,Royal Inscription
rinap-sources,P450367,,Royal Inscription
rinap-sources,P422372,,Royal Inscription
rinap-sources,P396310,,Royal Inscription
rinap-sources,P491336,,Royal Inscription
rinap-sources,P421849,,Royal Inscription
rinap-sources,P514585,,Royal Inscription
rinap-sources,P422757,,Royal Inscription
rinap-sources,P427841,,Royal Inscription
rinap-sources,P394624,,Royal Inscription
rinap-sources,P394042,,Royal Inscription
rinap-sources,P450429,,Royal Inscription
rinap-sources,P423202,,Royal Inscription
rinap-sources,P514701,,Royal Inscription
rinap-sources,P423291,,Royal Inscription
rinap-sources,P394554,,Royal Inscription
rinap-sources,P450545,,Royal Inscription
rinap-sources,P373554,,Royal Inscription
rinap-sources,P422402,,Royal Inscription
rinap-sources,P466996,,Royal Inscription
rinap-sources,P392371,,Royal Inscription
rinap-sources,P466746,,Royal Inscription
rinap-sources,P394061,,Royal Inscription
rinap-sources,P373558,,Royal Inscription
rinap-sources,P422298,,Royal Inscription
rinap-sources,P450213,,Royal Inscription
rinap-sources,P514657,,Royal Inscription
rinap-sources,P450575,,Royal Inscription
rinap-sources,P426224,,Royal Inscription
rinap-sources,P422704,,Royal Inscription
rinap-sources,P422740,,Royal Inscription
rinap-sources,P427839,,Royal Inscription
rinap-sources,P426163,,Royal Inscription
rinap-sources,P450403,,Royal Inscription
rinap-sources,P450458,,Royal Inscription
rinap-sources,P466761,,Royal Inscription
rinap-sources,P514566,,Royal Inscription
rinap-sources,P450380,,Royal Inscription
rinap-sources,P466865,,Royal Inscription
rinap-sources,P466725,,Royal Inscription
rinap-sources,P426340,,Royal Inscription
rinap-sources,P426226,,Royal Inscription
rinap-sources,P450552,,Royal Inscription
rinap-sources,P422726,,Royal Inscription
rinap-sources,P392289,,Royal Inscription
rinap-sources,P466733,,Royal Inscription
rinap-sources,P427979,,Royal Inscription
rinap-sources,P428304,,Royal Inscription
rinap-sources,P423224,,Royal Inscription
rinap-sources,P422300,,Royal Inscription
rinap-sources,P422780,,Royal Inscription
rinap-sources,P423241,,Royal Inscription
rinap-sources,P427875,,Royal Inscription
rinap-sources,P423058,,Royal Inscription
rinap-sources,P452071,,Royal Inscription
rinap-sources,P263443,,Royal Inscription
rinap-sources,P393996,,Royal Inscription
rinap-sources,P393986,,Royal Inscription
rinap-sources,P392284,,Royal Inscription
rinap-sources,P450200,,Royal Inscription
rinap-sources,P514633,,Royal Inscription
rinap-sources,P422626,,Royal Inscription
rinap-sources,P450482,,Royal Inscription
rinap-sources,P373562,,Royal Inscription
rinap-sources,P450294,,Royal Inscription
rinap-sources,P394639,,Royal Inscription
rinap-sources,P422277,,Royal Inscription
rinap-sources,P394085,,Royal Inscription
rinap-sources,P422487,,Royal Inscription
rinap-sources,P466893,,Royal Inscription
rinap-sources,P421809,,Royal Inscription
rinap-sources,P392352,,Royal Inscription
rinap-sources,P396497,,Royal Inscription
rinap-sources,P422120,,Royal Inscription
rinap-sources,P466694,,Royal Inscription
rinap-sources,P514676,,Royal Inscription
rinap-sources,P464974,,Royal Inscription
rinap-sources,P450281,,Royal Inscription
rinap-sources,P424597,,Royal Inscription
rinap-sources,P423048,,Royal Inscription
rinap-sources,P400826,,Royal Inscription
rinap-sources,P466836,,Royal Inscription
rinap-sources,P467010,,Royal Inscription
rinap-sources,P467043,,Royal Inscription
rinap-sources,P450390,,Royal Inscription
rinap-sources,P453468,,Royal Inscription
rinap-sources,P467016,,Royal Inscription
rinap-sources,P420260,,Royal Inscription
rinap-sources,P308117,,Royal Inscription
rinap-sources,P450481,,Royal Inscription
rinap-sources,P423067,,Royal Inscription
rinap-sources,P450346,,Royal Inscription
rinap-sources,P393935,,Royal Inscription
rinap-sources,P466937,,Royal Inscription
rinap-sources,P392315,,Royal Inscription
rinap-sources,P467003,,Royal Inscription
rinap-sources,P393988,,Royal Inscription
rinap-sources,P450284,,Royal Inscription
rinap-sources,P427826,,Royal Inscription
rinap-sources,P422628,,Royal Inscription
rinap-sources,P466644,,Royal Inscription
rinap-sources,P425104,,Royal Inscription
rinap-sources,P466995,,Royal Inscription
rinap-sources,P514599,,Royal Inscription
rinap-sources,P466697,,Royal Inscription
rinap-sources,P394022,,Royal Inscription
rinap-sources,P424594,,Royal Inscription
rinap-sources,P424591,,Royal Inscription
rinap-sources,P394029,,Royal Inscription
rinap-sources,P514691,,Royal Inscription
rinap-sources,P464972,,Royal Inscription
rinap-sources,P450338,,Royal Inscription
rinap-sources,P466864,,Royal Inscription
rinap-sources,P450295,,Royal Inscription
rinap-sources,P514583,,Royal Inscription
rinap-sources,P450425,,Royal Inscription
rinap-sources,P466681,,Royal Inscription
rinap-sources,P428367,,Royal Inscription
rinap-sources,P422275,,Royal Inscription
rinap-sources,P450468,,Royal Inscription
rinap-sources,P373553,,Royal Inscription
rinap-sources,P451793,,Royal Inscription
rinap-sources,P259355,,Royal Inscription
rinap-sources,P394049,,Royal Inscription
rinap-sources,P451957,,Royal Inscription
rinap-sources,P422291,,Royal Inscription
rinap-sources,P394596,,Royal Inscription
rinap-sources,P424607,,Royal Inscription
rinap-sources,P392254,,Royal Inscription
rinap-sources,P422502,,Royal Inscription
rinap-sources,P423164,,Royal Inscription
rinap-sources,P514586,,Royal Inscription
rinap-sources,P427878,,Royal Inscription
rinap-sources,P401302,,Royal Inscription
rinap-sources,P466922,,Royal Inscription
rinap-sources,P464971,,Royal Inscription
rinap-sources,P401106,,Royal Inscription
rinap-sources,P514545,,Royal Inscription
rinap-sources,P466738,,Royal Inscription
rinap-sources,P423251,,Royal Inscription
rinap-sources,P373551,,Royal Inscription
rinap-sources,P424743,,Royal Inscription
rinap-sources,P428343,,Royal Inscription
rinap-sources,P402359,,Royal Inscription
rinap-sources,P424529,,Royal Inscription
rinap-sources,P466770,,Royal Inscription
rinap-sources,P450368,,Royal Inscription
rinap-sources,P308122,,Royal Inscription
rinap-sources,P450187,,Royal Inscription
rinap-sources,P450412,,Royal Inscription
rinap-sources,P514578,,Royal Inscription
rinap-sources,P422875,,Royal Inscription
rinap-sources,P373552,,Royal Inscription
rinap-sources,P373503,,Royal Inscription
rinap-sources,P392274,,Royal Inscription
rinap-sources,P450315,,Royal Inscription
rinap-sources,P392212,,Royal Inscription
rinap-sources,P514559,,Royal Inscription
rinap-sources,P450355,,Royal Inscription
rinap-sources,P401228,,Royal Inscription
rinap-sources,P450336,,Royal Inscription
rinap-sources,P394057,,Royal Inscription
rinap-sources,P405607,,Royal Inscription
rinap-sources,P392179,,Royal Inscription
rinap-sources,P450309,,Royal Inscription
rinap-sources,P450267,,Royal Inscription
rinap-sources,P430082,,Royal Inscription
rinap-sources,P450577,,Royal Inscription
rinap-sources,P422846,,Royal Inscription
rinap-sources,P238636,,Royal Inscription
rinap-sources,P422981,,Royal Inscription
rinap-sources,P384981,,Royal Inscription
rinap-sources,P452414,,Royal Inscription
rinap-sources,P373504,,Royal Inscription
rinap-sources,P514632,,Royal Inscription
rinap-sources,P466785,,Royal Inscription
rinap-sources,P450348,,Royal Inscription
rinap-sources,P450340,,Royal Inscription
rinap-sources,P429065,,Royal Inscription
rinap-sources,P450444,,Royal Inscription
rinap-sources,P422295,,Royal Inscription
rinap-sources,P514671,,Royal Inscription
rinap-sources,P450350,,Royal Inscription
rinap-sources,P466936,,Royal Inscription
rinap-sources,P422623,,Royal Inscription
rinap-sources,P393936,,Royal Inscription
rinap-sources,P392380,,Royal Inscription
rinap-sources,P392292,,Royal Inscription
rinap-sources,P450269,,Royal Inscription
rinap-sources,P452210,,Royal Inscription
rinap-sources,P401749,,Royal Inscription
rinap-sources,P392211,,Royal Inscription
rinap-sources,P466646,,Royal Inscription
rinap-sources,P514605,,Royal Inscription
rinap-sources,P466991,,Royal Inscription
rinap-sources,P426246,,Royal Inscription
rinap-sources,P392201,,Royal Inscription
rinap-sources,P422285,,Royal Inscription
rinap-sources,P466700,,Royal Inscription
rinap-sources,P423039,,Royal Inscription
rinap-sources,P393874,,Royal Inscription
rinap-sources,P428351,,Royal Inscription
rinap-sources,P394045,,Royal Inscription
rinap-sources,P394106,,Royal Inscription
rinap-sources,P466663,,Royal Inscription
rinap-sources,P421850,,Royal Inscription
rinap-sources,P466662,,Royal Inscription
rinap-sources,P466744,,Royal Inscription
rinap-sources,P422315,,Royal Inscription
rinap-sources,P466954,,Royal Inscription
rinap-sources,P427820,,Royal Inscription
rinap-sources,P514707,,Royal Inscription
rinap-sources,P419706,,Royal Inscription
rinap-sources,P466862,,Royal Inscription
rinap-sources,P392258,,Royal Inscription
rinap-sources,P238702,,Royal Inscription
rinap-sources,P450329,,Royal Inscription
rinap-sources,P466707,,Royal Inscription
rinap-sources,P450397,,Royal Inscription
rinap-sources,P450495,,Royal Inscription
rinap-sources,P421895,,Royal Inscription
rinap-sources,P422855,,Royal Inscription
rinap-sources,P422753,,Royal Inscription
rinap-sources,P393984,,Royal Inscription
rinap-sources,P423168,,Royal Inscription
rinap-sources,P396484,,Royal Inscription
rinap-sources,P450319,,Royal Inscription
rinap-sources,P450511,,Royal Inscription
rinap-sources,P393944,,Royal Inscription
rinap-sources,P400267,,Royal Inscription
rinap-sources,P393939,,Royal Inscription
rinap-sources,P422399,,Royal Inscription
rinap-sources,P423009,,Royal Inscription
rinap-sources,P418995,,Royal Inscription
rinap-sources,P450323,,Royal Inscription
rinap-sources,P424605,,Royal Inscription
rinap-sources,P404257,,Royal Inscription
rinap-sources,P398443,,Royal Inscription
rinap-sources,P450520,,Royal Inscription
rinap-sources,P466789,,Royal Inscription
rinap-sources,P422515,,Royal Inscription
rinap-sources,P450235,,Royal Inscription
rinap-sources,P467014,,Royal Inscription
rinap-sources,P514662,,Royal Inscription
rinap-sources,P466714,,Royal Inscription
rinap-sources,P514688,,Royal Inscription
rinap-sources,P450405,,Royal Inscription
rinap-sources,P450354,,Royal Inscription
rinap-sources,P429029,,Royal Inscription
rinap-sources,P395585,,Royal Inscription
rinap-sources,P393885,,Royal Inscription
rinap-sources,P467030,,Royal Inscription
rinap-sources,P394993,,Royal Inscription
rinap-sources,P392177,,Royal Inscription
rinap-sources,P422708,,Royal Inscription
rinap-sources,P466932,,Royal Inscription
rinap-sources,P466800,,Royal Inscription
rinap-sources,P392202,,Royal Inscription
rinap-sources,P450290,,Royal Inscription
rinap-sources,P428341,,Royal Inscription
rinap-sources,P450339,,Royal Inscription
rinap-sources,P392357,,Royal Inscription
rinap-sources,P466861,,Royal Inscription
rinap-sources,P466739,,Royal Inscription
rinap-sources,P422309,,Royal Inscription
rinap-sources,P422287,,Royal Inscription
rinap-sources,P423001,,Royal Inscription
rinap-sources,P514703,,Royal Inscription
rinap-sources,P429205,,Royal Inscription
rinap-sources,P392356,,Royal Inscription
rinap-sources,P393931,,Royal Inscription
rinap-sources,P394097,,Royal Inscription
rinap-sources,P424908,,Royal Inscription
rinap-sources,P394054,,Royal Inscription
rinap-sources,P384838,,Royal Inscription
rinap-sources,P423050,,Royal Inscription
rinap-sources,P450237,,Royal Inscription
rinap-sources,P452835,,Royal Inscription
rinap-sources,P450391,,Royal Inscription
rinap-sources,P422299,,Royal Inscription
rinap-sources,P392252,,Royal Inscription
rinap-sources,P423193,,Royal Inscription
rinap-sources,P420258,,Royal Inscription
rinap-sources,P466981,,Royal Inscription
rinap-sources,P392325,,Royal Inscription
rinap-sources,P404251,,Royal Inscription
rinap-sources,P467046,,Royal Inscription
rinap-sources,P466645,,Royal Inscription
rinap-sources,P422767,,Royal Inscription
rinap-sources,P393941,,Royal Inscription
rinap-sources,P423182,,Royal Inscription
rinap-sources,P392147,,Royal Inscription
rinap-sources,P466795,,Royal Inscription
rinap-sources,P452024,,Royal Inscription
rinap-sources,P257223,,Royal Inscription
rinap-sources,P297260,,Royal Inscription
rinap-sources,P392229,,Royal Inscription
rinap-sources,P467045,,Royal Inscription
rinap-sources,P392341,,Royal Inscription
rinap-sources,P514692,,Royal Inscription
rinap-sources,P423063,,Royal Inscription
rinap-sources,P394090,,Royal Inscription
rinap-sources,P514669,,Royal Inscription
rinap-sources,P428453,,Royal Inscription
rinap-sources,P392197,,Royal Inscription
rinap-sources,P467031,,Royal Inscription
rinap-sources,P400205,,Royal Inscription
rinap-sources,P450326,,Royal Inscription
rinap-sources,P450262,,Royal Inscription
rinap-sources,P394109,,Royal Inscription
rinap-sources,P422306,,Royal Inscription
rinap-sources,P394094,,Royal Inscription
rinap-sources,P422625,,Royal Inscription
rinap-sources,P422711,,Royal Inscription
rinap-sources,P298275,,Royal Inscription
rinap-sources,P422759,,Royal Inscription
rinap-sources,P467035,,Royal Inscription
rinap-sources,P392324,,Royal Inscription
rinap-sources,P392331,,Royal Inscription
rinap-sources,P466765,,Royal Inscription
rinap-sources,P514666,,Royal Inscription
rinap-sources,P450530,,Royal Inscription
rinap-sources,P428481,,Royal Inscription
rinap-sources,P450488,,Royal Inscription
rinap-sources,P450357,,Royal Inscription
rinap-sources,P450515,,Royal Inscription
rinap-sources,P514556,,Royal Inscription
rinap-sources,P384935,,Royal Inscription
rinap-sources,P423196,,Royal Inscription
rinap-sources,P467041,,Royal Inscription
rinap-sources,P450581,,Royal Inscription
rinap-sources,P468895,,Royal Inscription
rinap-sources,P466950,,Royal Inscription
rinap-sources,P452577,,Royal Inscription
rinap-sources,P466749,,Royal Inscription
rinap-sources,P424482,,Royal Inscription
rinap-sources,P426388,,Royal Inscription
rinap-sources,P466965,,Royal Inscription
rinap-sources,P402575,,Royal Inscription
rinap-sources,P422972,,Royal Inscription
rinap-sources,P450537,,Royal Inscription
rinap-sources,P466940,,Royal Inscription
rinap-sources,P421787,,Royal Inscription
rinap-sources,P467050,,Royal Inscription
rinap-sources,P514569,,Royal Inscription
rinap-sources,P225223,,Royal Inscription
rinap-sources,P450574,,Royal Inscription
rinap-sources,P514602,,Royal Inscription
rinap-sources,P422764,,Royal Inscription
rinap-sources,P450193,,Royal Inscription
rinap-sources,P450372,,Royal Inscription
rinap-sources,P514609,,Royal Inscription
rinap-sources,P450423,,Royal Inscription
rinap-sources,P466688,,Royal Inscription
rinap-sources,P392231,,Royal Inscription
rinap-sources,P393930,,Royal Inscription
rinap-sources,P428060,,Royal Inscription
rinap-sources,P401312,,Royal Inscription
rinap-sources,P392327,,Royal Inscription
rinap-sources,P392340,,Royal Inscription
rinap-sources,P428334,,Royal Inscription
rinap-sources,P450433,,Royal Inscription
rinap-sources,P427874,,Royal Inscription
rinap-sources,P422094,,Royal Inscription
rinap-sources,P373550,,Royal Inscription
rinap-sources,P392273,,Royal Inscription
rinap-sources,P426339,,Royal Inscription
rinap-sources,P422837,,Royal Inscription
rinap-sources,P426232,,Royal Inscription
rinap-sources,P419905,,Royal Inscription
rinap-sources,P427821,,Royal Inscription
rinap-sources,P450331,,Royal Inscription
rinap-sources,P450394,,Royal Inscription
rinap-sources,P394014,,Royal Inscription
rinap-sources,P423029,,Royal Inscription
rinap-sources,P466664,,Royal Inscription
rinap-sources,P392222,,Royal Inscription
rinap-sources,P400398,,Royal Inscription
rinap-sources,P514655,,Royal Inscription
rinap-sources,P422249,,Royal Inscription
rinap-sources,P466728,,Royal Inscription
rinap-sources,P452190,,Royal Inscription
rinap-sources,P422643,,Royal Inscription
rinap-sources,P450529,,Royal Inscription
rinap-sources,P466679,,Royal Inscription
rinap-sources,P423075,,Royal Inscription
rinap-sources,P450513,,Royal Inscription
rinap-sources,P466763,,Royal Inscription
rinap-sources,P423292,,Royal Inscription
rinap-sources,P471591,,Royal Inscription
rinap-sources,P422252,,Royal Inscription
rinap-sources,P397416,,Royal Inscription
rinap-sources,P423187,,Royal Inscription
rinap-sources,P396011,,Royal Inscription
rinap-sources,P392287,,Royal Inscription
rinap-sources,P450427,,Royal Inscription
rinap-sources,P514708,,Royal Inscription
rinap-sources,P429067,,Royal Inscription
rinap-sources,P422701,,Royal Inscription
rinap-sources,P450424,,Royal Inscription
rinap-sources,P467019,,Royal Inscription
rinap-sources,P428604,,Royal Inscription
rinap-sources,P450392,,Royal Inscription
rinap-sources,P395557,,Royal Inscription
rinap-sources,P450486,,Royal Inscription
rinap-sources,P423077,,Royal Inscription
rinap-sources,P393945,,Royal Inscription
rinap-sources,P466686,,Royal Inscription
rinap-sources,P424928,,Royal Inscription
rinap-sources,P392171,,Royal Inscription
rinap-sources,P423341,,Royal Inscription
rinap-sources,P450209,,Royal Inscription
rinap-sources,P466771,,Royal Inscription
rinap-sources,P392213,,Royal Inscription
rinap-sources,P393958,,Royal Inscription
rinap-sources,P426282,,Royal Inscription
rinap-sources,P466705,,Royal Inscription
rinap-sources,P450428,,Royal Inscription
rinap-sources,P392346,,Royal Inscription
rinap-sources,P422769,,Royal Inscription
rinap-sources,P422709,,Royal Inscription
rinap-sources,P466643,,Royal Inscription
rinap-sources,P392294,,Royal Inscription
rinap-sources,P422617,,Royal Inscription
rinap-sources,P466809,,Royal Inscription
rinap-sources,P423344,,Royal Inscription
rinap-sources,P514571,,Royal Inscription
rinap-sources,P423012,,Royal Inscription
rinap-sources,P423080,,Royal Inscription
rinap-sources,P392382,,Royal Inscription
rinap-sources,P450332,,Royal Inscription
rinap-sources,P450272,,Royal Inscription
rinap-sources,P450317,,Royal Inscription
rinap-sources,P423019,,Royal Inscription
rinap-sources,P421931,,Royal Inscription
rinap-sources,P345496,,Royal Inscription
rinap-sources,P450445,,Royal Inscription
rinap-sources,P424589,,Royal Inscription
rinap-sources,P422656,,Royal Inscription
rinap-sources,P336598,,Royal Inscription
rinap-sources,P514535,,Royal Inscription
rinap-sources,P450334,,Royal Inscription
rinap-sources,P468942,,Royal Inscription
rinap-sources,P422616,,Royal Inscription
rinap-sources,P429061,,Royal Inscription
rinap-sources,P425101,,Royal Inscription
rinap-sources,P400432,,Royal Inscription
rinap-sources,P422498,,Royal Inscription
rinap-sources,P466675,,Royal Inscription
rinap-sources,P392205,,Royal Inscription
rinap-sources,P428048,,Royal Inscription
rinap-sources,P450386,,Royal Inscription
rinap-sources,P426259,,Royal Inscription
rinap-sources,P450406,,Royal Inscription
rinap-sources,P514686,,Royal Inscription
rinap-sources,P450297,,Royal Inscription
rinap-sources,P514672,,Royal Inscription
rinap-sources,P514687,,Royal Inscription
rinap-sources,P426274,,Royal Inscription
rinap-sources,P393938,,Royal Inscription
rinap-sources,P466745,,Royal Inscription
rinap-sources,P395589,,Royal Inscription
rinap-sources,P466689,,Royal Inscription
rinap-sources,P425109,,Royal Inscription
rinap-sources,P313081,,Royal Inscription
rinap-sources,P466815,,Royal Inscription
rinap-sources,P392262,,Royal Inscription
rinap-sources,P514648,,Royal Inscription
rinap-sources,P426292,,Royal Inscription
rinap-sources,P450569,,Royal Inscription
rinap-sources,P466930,,Royal Inscription
rinap-sources,P423052,,Royal Inscription
rinap-sources,P450464,,Royal Inscription
rinap-sources,P392308,,Royal Inscription
rinap-sources,P422824,,Royal Inscription
rinap-sources,P450371,,Royal Inscription
rinap-sources,P420259,,Royal Inscription
rinap-sources,P466753,,Royal Inscription
rinap-sources,P514681,,Royal Inscription
rinap-sources,P427819,,Royal Inscription
rinap-sources,P424890,,Royal Inscription
rinap-sources,P466808,,Royal Inscription
